MZL,La Nubia,Manizales
MZM,Metz-Frescaty,Metz/Nancy
MZN,Minj,Minj
MZO,Sierra Maestra,Manzanillo
MZP,Motueka,Motueka
MZQ,Mkuze,Mkuze
MZR,Mazar-e Sharif,Mazar-e Sharif
MZT,Rafael Buelna Intl,Mazatlan
MZU,Muzaffarpur,Muzaffarpur
MZV,Mulu,Mulu
MZW,Mecheria,Mecheria
MZX,Mena,Mena
MZY,Mossel Bay,Mossel Bay
MZZ,Municipal,Marion
NAA,Narrabri,Narrabri
NAC,Naracoorte,Naracoorte
NAD,Macanal,Macanal
NAE,Natitingou,Natitingou
NAF,Banaina,Banaina
NAG,Dr.Ambedkar Intl,Nagpur
NAH,Naha,Tahuna
NAI,Annai,Annai
NAJ,Nakchivan,Nakchivan
NAK,Nakhon Ratchasima,Nakhon Ratchasima
NAL,Nalchik,Nalchik
NAM,Namlea,Namlea
NAN,International,Nadi
NAO,Gaoping,Nanchong
NAP,Capodichino,Naples
NAQ,Qaanaaq,Qaanaaq
NAR,Puerto Nare,Puerto Nare
NAS,Lynden Pindling Intl,Nassau
NAT,International,Natal
NAU,Napuka,Napuka
NAV,Kapadokya,Nevsehir
NAW,Narathiwat,Narathiwat
NAY,Nanyuan,Beijing
NAZ,Nana,Star Harbour
NBA,Nambaiyufa,Nambaiyufa
NBB,Barranco Minas,Barranco Minas
NBC,Begishevo,Nizhnekamsk
NBE,Hammamet,Enfidha
NBG,NAS JRB/A.Callender,New Orleans
NBH,Nambucca,Nambucca
NBL,Wannukandi,San Blas
NBN,Annobon,Annobon
NBO,Jomo Kenyatta Intl,Nairobi
NBS,Changbaishan,Baishan
NBW,Guantanamo Bay NS,Guantanamo
NBX,Nabire,Nabire
NCA,North Caicos,North Caicos
NCE,Cote d'Azur,Nice
NCG,Nuevo Casas Grandes,Nuevo Casas Grandes
NCH,Nachingwea,Nachingwea
NCI,Necocli,Necocli
NCJ,Sunchales,Sunchales
NCL,International,Newcastle
NCN,Chenega Bay,Chenega
NCO,Quonset State,North Kingstown
NCR,San Carlos,San Carlos
NCS,Newcastle,Newcastle
NCT,Nicoya,Nicoya
NCU,Nukus,Nukus
NCY,Meythet,Annecy
NDA,Bandaneira,Banda Island
NDB,Nouadhibou,Nouadhibou
NDC,Nanded,Nanded
NDD,Sumbe,Sumbe
NDE,Mandera,Mandera
NDF,N'dalatando,N'dalatando
NDG,Sanjiazi,Qiqihar
NDI,Namudi,Namudi
NDJ,Hassan Djamous Intl,N'Djamena
NDK,Namdrik Island,Namdrik Island
NDL,Ndele,Ndele
NDM,Masslo,Mendi
NDN,Nadunumu,Nadunumu
NDR,El Aroui,Nador
NDS,Sandstone,Sandstone
NDU,Rundu,Rundu
NDY,Sanday,Sanday
NEC,Necochea,Necochea
NEF,Neftekamsk,Neftekamsk
NEG,Negril,Negril
NEI,Terney,Terney
NEJ,Nejo,Nejo
NEK,Nekemte,Nekemte
NEL,Maxfield Field,Lakehurst
NEN,Whitehouse NOLF,Jacksonville
NER,Chulman,Neryungri
NEU,Sam Neua,Sam Neua
NEV,Vance W. Amory Intl,Nevis
NEW,Lakefront,New Orleans
NFG,Nefteyugansk,Nefteyugansk
NFL,NAS-Van Voorhis Field,Fallon
NFO,Mata'aho,Niuafo'ou
NFR,Nafoora,Nafoora
NGA,Young,Young
NGB,Lishe Intl,Ningbo
NGD,Auguste George,Anegada
NGE,Ngaoundere,Ngaoundere
NGF,Kaneohe Bay MCAS,Kaneohe
NGI,Gau Island,Gau Island
NGK,Nogliki,Nogliki
NGL,Ngala,Ngala
NGN,Nargana,Nargana
NGO,Chubu Centrair Intl,Nagoya
NGP,NAS (Truax Field),Corpus Christi
NGQ,Ngari Gunsa/Ali Kunsha,Shiquanhe
NGR,Ningerum,Ningerum
NGS,Nagasaki Airport,Nagasaki
NGU,NS (Chambers Field),Norfolk
NGW,Cabaniss Field NOLF,Corpus Christi
NGX,Manang,Manang
NHA,Air Base,Nha Trang
NHD,Minhad AB,Dubai
NHF,New Halfa,New Halfa
NHK,NAS (Trapnell Field),Patuxent River
NHS,Nushki,Nushki
NHT,RAF Station,Northolt
NHV,Nuku Hiva,Nuku Hiva
NHX,Barin NOLF,Foley
NHZ,Executive,Brunswick
NIA,Nimba,Nimba
NIB,Nikolai,Nikolai
NIC,Nicosia,Nicosia
NIF,Nifty,Nifty
NIG,Nikunau,Nikunau
NIK,Niokolo-Koba,Niokolo-Koba
NIM,Diori Hamani Intl,Niamey
NIN,Ninilchik,Ninilchik
NIO,Nioki,Nioki
NIP,NAS (Towers Field),Jacksonville
NIR,Chase Field Industrial,Beeville
NIS,Simberi Island,Simberi Island
NIT,Souche,Niort
NIU,Niau,Niau
NIX,Nioro du Sahel,Nioro du Sahel
NJA,NAF,Atsugi
NJC,Nizhnevartovsk,Nizhnevartovsk
NJF,Al-Ashraf Intl,Al Najaf
NJJ,Nenjiang Melgen,Nenjiang
NJK,El Centro NAF,Imperial/El Centro
NKA,Nkan,Nkan
NKB,Noonkanbah,Noonkanbah
NKC,Nouakchott,Nouakchott
NKD,Sinak,Sinak
NKG,Lukou Intl,Nanjing
NKI,Sea Plane Base,Naukiti Bay
NKL,Fuma,Kolo
NKM,Nagoya (Komaki),Nagoya
NKN,Nankina,Nankina
NKO,Ankokoambo,Ankokoambo
NKP,Nukutepipi,Nukutepipi
NKS,Nkongsamba,Nkongsamba
NKT,Sirnak,Sirnak
NKU,Nkau,Nkau
NKX,Miramar MCAS,San Diego
NKY,Yokangassi,N'kayi
NLA,Simon M. Kapwepwe Intl,Ndola
NLC,NAS (Reeves Field),Lemoore
NLD,Quetzalcoatl Intl,Nuevo Laredo
NLE,Jerry Tyler Memorial,Niles
NLF,Darnley Island,Darnley Island
NLG,Nelson Lagoon,Nelson Lagoon
NLH,Luguhu,Ninglang
NLI,Nikolayevsk-na-Amure,Nikolayevsk-na-Amure
NLK,Norfolk Island,Norfolk Island
NLL,Nullagine,Nullagine
NLN,Kneeland,Arcata/Eureka
NLO,N'dolo,Kinshasa
NLP,Nelspruit Airport,Nelspruit
NLS,Nicholson,Nicholson
NLT,Nalati,Xinyuan
NLU,Santa Lucia AFB,Mexico City
NLV,International,Mykolaiv
NMA,Namangan,Namangan
NMB,Daman,Daman
NMC,Norman's Cay,Norman's Cay
NME,Nightmute,Nightmute
NMF,International,Maafaru
NMG,San Miguel,San Miguel
NML,Mildred Lake,Fort McMurray
NMN,Nomane,Nomane
NMP,New Moon,New Moon
NMR,Nappa Merrie,Nappa Merrie
NMS,Nansang,Nansang
NMT,Namtu,Namtu
NNA,Royal AFB,Kenitra
NNB,Santa Ana Island,Santa Ana Island
NND,Nangade,Nangade
NNG,Wuxu Intl,Nanning
NNI,Namutoni,Namutoni
NNK,Naknek,Naknek
NNL,Nondalton,Nondalton
NNM,Naryan-Mar,Naryan-Mar
NNR,Connemara,Spiddal
NNT,Nan,Nan
NNU,Nanuque,Nanuque
NNX,Nunukan,Nunukan
NNY,Jiangying,Nanyang
NOA,Nowra,Nowra
NOB,Nosara,Nosara
NOC,Ireland West,Knock
NOD,Norddeich,Norden
NOG,International,Nogales
NOI,Krymska,Novorossiysk
NOJ,Noyabrsk,Noyabrsk
NOK,Nova Xavantina,Nova Xavantina
NOM,Nomad River,Nomad River
NON,Nonouti,Nonouti
NOO,Naoro,Naoro
NOP,Sinop,Sinop
NOR,Nordfjordur,Nordfjordur
NOS,Fascene,Nosy-Be
NOT,Marin County,Novato
NOU,La Tontouta,Noumea
NOV,Albano Machado,Huambo
NOZ,Spichenkovo,Novokuznetsk
NPA,NAS (F.Sherman Field),Pensacola
NPE,Hawke's Bay,Napier/Hastings
NPG,Nipa,Nipa
NPH,Municipal,Nephi
NPL,New Plymouth,New Plymouth
NPO,Nangapinoh,Nangapinoh
NPP,Napperby,Napperby
NPR,Novo Progresso,Novo Progresso
NPT,State,Newport
NPU,San Pedro de Uraba,San Pedro de Uraba
NPY,Mpanda,Mpanda
NQA,Regional Jetport,Millington
NQI,NAS,Kingsville
NQL,Niquelandia,Niquelandia
NQN,Presidente Peron,Neuquen
NQT,Metropolitan Area,Nottingham
NQU,Reyes Murillo,Nuqui
NQX,NAS (Boca Chica Field),Key West
NQY,Cornwall,Newquay
NQZ,Nursultan Nazarbayev,Nur-Sultan
NRA,Narrandera,Narrandera
NRB,Naval Station,Mayport
NRC,Crows Landing,Crows Landing
NRD,Norderney,Norderney
NRE,Namrole,Namrole
NRG,Narrogin,Narrogin
NRI,Grand Lake Regional,Afton
NRK,Kungsangen,Norrkoping
NRL,North Ronaldsay,North Ronaldsay
NRM,Keibane,Nara
NRN,Weeze,Duesseldorf
NRR,J. Aponte de la Torre,Ceiba
NRS,NOLF (Ream Field),Imperial Beach
NRT,Narita Intl,Tokyo
NRY,Newry,Newry
NSB,North Seaplane Base,Bimini
NSE,Whiting Fld NAS North,Milton
NSH,Now Shahr,Now Shahr
NSI,Nsimalen Intl,Yaounde
NSK,Alykel,Norilsk
NSL,Municipal,Slayton
NSM,Norseman,Norseman
NSN,Nelson,Nelson
NSO,Scone,Scone
NST,Nakhon Si Thammarat,Nakhon Si Thammarat
NSV,Noosa,Noosaville
NSY,NAS,Sigonella
NTA,Natadola,Natadola
NTB,Notodden,Notodden
NTC,Santa Carolina,Santa Carolina
NTD,NAS,Port Mugu
NTE,Atlantique,Nantes
NTG,Xingdong,Nantong
NTI,Stenkol,Bintuni
NTJ,Manti/Ephraim,Manti/Ephraim
NTL,Williamtown,Newcastle
NTM,Miracema do Tocantins,Miracema do Tocantins
NTN,Normanton,Normanton
NTO,Agostinho Neto,Santo Antao Island
NTQ,Noto,Wajima
NTR,Del Norte Intl,Monterrey
NTT,Kuini Lavenia,Niuatoputapu
NTU,Oceana NAS,Virginia Beach
NTX,Ranai,Natuna
NTY,Pilanesberg Intl,Sun City
NUA,Gregory Lake SPB,Nuwara Eliya
NUB,Numbulwar,Numbulwar
NUD,En Nahud,En Nahud
NUE,Airport,Nuremberg
NUF,Castlereigh Resrvr SPB,Hatton
NUG,Nuguria Islands,Nuguria Islands
NUH,Nunchia,Nunchia
NUI,Nuiqsut,Nuiqsut
NUJ,Nogeh,Nogeh
NUK,Nukutavake,Nukutavake
NUL,Nulato,Nulato
NUM,Neom Bay,Neom Bay
NUN,Saufley Field NOLF,Pensacola
NUP,Nunapitchuk,Nunapitchuk
NUQ,Moffett Federal Airfld,Mountain View
NUR,Nullarbor Motel,Nullarbor
NUS,Norsup,Norsup
NUT,Nutuve,Nutuve
NUU,Nakuru,Nakuru
NUW,Whidbey Island NAS,Oak Harbor
NUX,Novy Urengoy,Novy Urengoy
NVA,Benito Salas,Neiva
NVD,Municipal,Nevada
NVG,Nueva Guinea,Nueva Guinea
NVI,International,Navoi
NVM,Brigadeiro Eduardo Gom,Nova Mutum
NVN,Nervino,Beckwourth
NVP,Novo Aripuana,Novo Aripuana
NVR,Novgorod,Novgorod
NVS,Fourchambault,Nevers
NVT,Victor Konder Intl,Navegantes
NVY,Neyveli,Neyveli
NWA,Bandar es Salam,Moheli
NWH,Parlin Field,Newport
NWI,International,Norwich
NWT,Nowata,Nowata
NYA,Nyagan,Nyagan
NYC,Metropolitan Area,New York
NYE,Nyeri,Nyeri
NYG,MCAF (Turner Field),Quantico
NYI,Sunyani,Sunyani
NYK,Nanyuki,Nanyuki
NYM,Nadym,Nadym
NYN,Nyngan,Nyngan
NYO,Skavsta,Stockholm
NYR,Nyurba,Nyurba
NYS,Skyports SPB,New York
NYT,International,Nay Pyi Taw
NYU,Bagan/Nyaung-u,Bagan/Nyaung-u
NYW,Monywa,Monywa
NZA,Nzagi,Nzagi
NZC,Maria Reiche Neuman,Nazca
NZE,Nzerekore,Nzerekore
NZH,Xijiao,Manzhouli
NZL,Chengjisihan,Zhalantun
NZY,North Island NAS,San Diego
OAA,Air Base,Shank
OAG,Orange,Orange
OAH,Air Base,Shindand
OAI,Bagram,Bagram
OAJ,Albert J Ellis,Jacksonville
OAK,International,Oakland
OAL,Capital do Cafe,Cacoal
OAM,Oamaru,Oamaru
OAN,El Arrayan,Olanchito
OAR,Marina Municipal,Monterey/Carmel
OAS,Air Base,Sharana
OAX,Xoxocotlan Intl,Oaxaca
OAZ,Camp Bastion,Camp Bastion
OBA,Oban,Oban
OBC,Obock,Obock
OBD,Obano,Obano
OBE,Okeechobee County,Okeechobee
OBF,Oberpfaffenhofen,Oberpfaffenhofen
OBI,Obidos,Obidos
OBL,Oostmalle,Zoersel
OBM,Morobe,Morobe
OBN,North Connel,Oban
OBO,Obihiro,Obihiro
OBS,Ardeche Meridionale,Aubenas
OBU,Kobuk,Kobuk
OBX,Obo,Obo
OCA,Ocean Reef Club,Key Largo
OCC,Francisco de Orellana,Coca
OCE,Ocean City Municipal,Salisbury/Ocean City
OCF,Intl (Jim Taylor Fld),Ocala
OCH,A.L. Mangham Jr. Rgnl,Nacogdoches
OCJ,Ian Fleming Intl,Ocho Rios
OCM,Boolgeeda,Boolgeeda
OCN,Municipal,Oceanside
OCS,Corisco Island,Corisco Island
OCV,Aguas Claras,Ocana
OCW,Warren Field,Washington
ODA,Ouadda,Ouadda
ODB,Airport,Cordoba
ODC,Oakdale,Oakdale
ODD,Oodnadatta,Oodnadatta
ODE,Airport,Odense
ODH,RAF Station,Odiham
ODJ,Ouanda Djalle,Ouanda Djalle
ODL,Cordillo Downs,Cordillo Downs
ODM,Garrett County,Oakland
ODN,Long Seridan,Long Seridan
ODO,Bodaybo,Bodaybo
ODR,Ord River,Ord River
ODS,International,Odesa
ODW,A.J. Eisenberg,Oak Harbor
ODY,Oudomxai,Muang Xay
OEC,Oecussi,Oecussi
OEL,Yuzhny,Orel
OEM,Vincent Fayks,Paloemeu
OEO,L.O. Simenstad Muni,Osceola
OER,Ornskoldsvik,Ornskoldsvik
OES,Antoine de St Exupery,San Antonio Oeste
OFF,Offutt AFB,Omaha
OFI,Ouango Fitini,Ouango Fitini
OFJ,Olafsfjordur,Olafsfjordur
OFK,Regional,Norfolk
OFU,Ofu Island,Ofu Island
OGA,Searle Field,Ogallala
OGB,Municipal,Orangeburg
OGD,Hinckley,Ogden
OGE,Ogeramnang,Ogeramnang
OGG,Kahului,Kahului
OGL,Ogle,Georgetown
OGM,Ustupo Ogobsucum,Ustupo Island
OGN,Yonaguni,Yonaguni
OGO,Abengourou,Abengourou
OGR,Bongor,Bongor
OGS,International,Ogdensburg
OGU,Ordu/Giresun,Ordu/Giresun
OGV,Ongava,Ongava
OGX,Ain el Beida,Ouargla
OGZ,Beslan,Vladikavkaz
OHA,RNZAF Base,Ohakea
OHB,Ambohibary,Moramanga
OHD,St.Paul the Apostle,Ohrid
OHE,Gulian,Mohe
OHH,Novostroyka,Okha
OHI,Oshakati,Oshakati
OHO,Okhotsk,Okhotsk
OHR,Wyk Auf Foehr,Wyk auf Foehr
OHS,Sohar,Sohar
OHT,Kohat,Kohat
OIA,Ourilandia do Norte,Ourilandia do Norte
OIC,Lt. Warren Eaton,Norwich
OIM,Oshima,Oshima
OIR,Okushiri,Okushiri
OIT,Oita,Oita
OJC,Johnson Co Executive,Kansas City
OJU,Tanjung Api,Tojo Una Una
OKA,Naha,Okinawa
OKB,Orchid Beach,Fraser Island
OKC,Will Rogers World,Oklahoma City
OKD,Okadama,Sapporo
OKE,Okierabu,Okierabu
OKF,Okaukuejo,Okaukuejo
OKG,Okoyo,Okoyo
OKH,Cottesmore RAF,Oakham
OKI,Oki,Oki
OKJ,Okayama,Okayama
OKK,Municipal,Kokomo
OKL,Gunung Bintang,Oksibil
OKM,Regional,Okmulgee
OKN,Okondja,Okondja
OKO,Yokota AB,Tokyo
OKP,Oksapmin,Oksapmin
OKQ,Okaba,Okaba
OKR,Yorke Island,Yorke Island
OKS,Garden County,Oshkosh
OKT,Oktiabrsky,Oktiabrsky
OKU,Mokuti Lodge,Mokuti Lodge
OKV,Okao,Okao
OKY,Army Aviation Centre,Oakey
OLA,Orland,Orland
OLB,Costa Smeralda,Olbia
OLC,Sen. Eunice Micheles,Sao Paulo de Olivenca
OLD,Dewitt Fld Municipal,Old Town
OLE,Cattaraugus County,Olean
OLF,L.M. Clayton,Wolf Point
OLG,Olare,Maasai Mara
OLH,Old Harbor,Old Harbor
OLI,Rif,Olafsvik
OLJ,North West Santo,Olpoi
OLK,Fuerte Olimpo,Fuerte Olimpo
OLL,Ollombo,Oyo
OLM,Regional,Olympia
OLN,Lago Musters,Sarmiento
OLO,Neredin,Olomouc
OLP,Olympic Dam,Olympic Dam
OLQ,Olsobip,Olsobip
OLR,Air Base,Salerno
OLS,International,Nogales
OLU,Municipal,Columbus
OLV,Olive Branch,Olive Branch
OLX,Olkiombo,Maasai Mara
OLY,Olney/Noble,Olney/Noble
OLZ,Olekminsk,Olekminsk
OMA,Eppley Airfield,Omaha
OMB,Omboue-Hopital,Omboue
OMC,Ormoc,Ormoc
OMD,Oranjemund,Oranjemund
OME,Nome,Nome
OMF,King Hussein,Mafraq
OMG,Omega,Omega
OMH,Urumiyeh,Urumiyeh
OMI,Omidiyeh,Omidiyeh
OMJ,Omura,Nagasaki
OMK,Omak,Omak
OML,Omkalai,Omkalai
OMM,Marmul,Marmul
OMO,International,Mostar
OMR,Oradea,Oradea
OMS,Tsentralny,Omsk
OMY,Preah Vinhear,Thbeng Meanchey
ONA,Municipal,Winona
ONB,Ononge,Ononge
OND,Ondangwa,Ondangwa
ONE,Onepusu,Onepusu
ONG,Mornington Island,Mornington Island
ONH,Municipal,Oneonta
ONI,Moanamani,Moanamani
ONJ,Odate/Noshiro,Odate/Noshiro
ONK,Olenek,Olenek
ONL,Municipal,O'Neill
ONM,Municipal,Socorro
ONO,Municipal,Ontario
ONP,Municipal,Newport
ONQ,Caycuma,Zonguldak
ONR,Monkira,Monkira
ONS,Onslow,Onslow
ONT,Ontario International,Los Angeles
ONU,Ono-i-Lau,Ono-i-Lau
ONX,Enrique Adolfo Jimenez,Colon
ONY,Municipal,Olney
OOA,Municipal,Oskaloosa
OOD,GUDAI-DARRI MINE,Koodaideri Mine
OOK,Toksook Bay,Toksook Bay
OOL,Coolangatta,Gold Coast
OOM,Snowy Mountains,Cooma
OOR,Mooraberree,Mooraberree
OOT,Onotoa,Onotoa
OPA,Kopasker,Kopasker
OPB,Open Bay,Open Bay
OPF,Opa-locka Executive,Miami
OPI,Oenpelli,Oenpelli
OPL,St Landry Parish,Opelousas
OPO,Francisco Sa Carneiro,Porto
OPS,Jao B. Figueiredo,Sinop
OPU,Balimo,Balimo
OPW,Opuwo,Opuwo
ORA,Oran,Oran
ORB,Airport,Orebro
ORC,Orocue,Orocue
ORD,O'Hare International,Chicago
ORE,St Denis de l'Hotel,Orleans
ORF,International,Norfolk
ORG,Zorg en Hoop,Paramaribo
ORH,Regional,Worcester
ORI,Port Lions,Port Lions
ORJ,Orinduik,Orinduik
ORK,International,Cork
ORL,Executive,Orlando
ORM,Sywell,Northampton
ORN,Ahmed Ben Bella,Oran
ORO,Yoro,Yoro
ORP,Orapa,Orapa
ORR,Yorketown,Yorketown
ORS,Waterport SPB,Orpheus Island
ORT,Northway,Northway
ORU,Juan Mendoza,Oruro
ORV,R. (Bob) Curtis Mem.,Noorvik
ORW,Ormara,Ormara
ORX,Oriximina,Oriximina
ORY,Orly,Paris
ORZ,Orange Walk,Orange Walk
OSA,Metropolitan Area,Osaka
OSB,Grand Glaize,Osage Beach
OSC,Wurtsmith,Oscoda
OSD,Are/Ostersund,Are/Ostersund
OSE,Omora,Omora
OSF,Ostafyevo,Podolsk
OSG,Ossima,Ossima
OSH,Wittman Regional,Oshkosh
OSI,Osijek,Osijek
OSJ,Ol Seki,Maasai Mara
OSK,Oskarshamn,Oskarshamn
OSL,Gardermoen,Oslo
OSM,International,Mosul
OSN,Air Base,Osan
OSO,Osborne Mine,Osborne Mine
OSR,Leos Janacek,Ostrava
OSS,Osh,Osh
